age_rating,app_name,app_size,copy_right,in_app_purchases,lang,num_reviews,price,review_ratings,seller_name,version
9+,Pokémon GO,255.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,"100 PokéCoins,$0.99,550 PokéCoins,$4.99,1,200 PokéCoins,$9.99","English, French, German, Italian, Japanese, Korean, Portuguese, Spanish, Traditional Chinese",77.1K Ratings,"
                    ,
                  ,Free,Offers In-App Purchases",3.9,"Niantic, Inc.",Version 1.81.3
4+,Solitaire·,44.2 MB,© 2017 Zynga Inc,,"English, Danish, Dutch, Finnish, French, German, Greek, Italian, Japanese, Korean, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",410.3K Ratings,"
                    #1 in Card
                  ,
                    ,
                  ,Free",4.6,Zynga Inc.,Version 4.5.9
4+,Angry Birds 2,575.2 MB,© Rovio Entertainment Corporation,"Pile of gems,$0.99,Precious pouch of gems,$4.99,Blue's Bling!,$5.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",250.6K Ratings,"
                    #17 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Rovio Entertainment Oyj,Version 2.21.1
4+,PAC-MAN,103.9 MB,©2017 BANDAI NAMCO Entertainment Inc.,"MAZE: PAC-MAN CLASSIC,$4.99,Spoon of Tokens,$1.99,NO ADS FOREVER,$0.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",5.7K Ratings,"
                    #9 in Family
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,BANDAI NAMCO Entertainment America Inc.,Version 6.6.3
4+,Candy Crush Soda Saga,182.7 MB,© King.com Limited 2014-2018. All rights reserved.,"XS Gold Bar package,$0.99,Hard Currency XS,$0.99,Hard Currency XS,$1.99","English, Chinese, Japanese, Korean, Simplified Chinese, Traditional Chinese",34.1K Ratings,"
                    #37 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,King,Version 1.118.4
4+,Sonic Dash,170.9 MB,"© SEGA All rights reserved. SEGA, the SEGA logo, SONIC THE HEDGEHOG and Sonic Dash are either registered trade marks or trade marks of SEGA Holdings Co., Ltd. or its affiliates.","BREEZE BUNDLE,$3.99,BOOSTER BUNDLE,$6.99,RED STAR RING STACK,$3.99","English, French, German, Italian, Portuguese, Russian, Spanish",28.8K Ratings,"
                    #77 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,SEGA,Version 3.8.5
12+,ROBLOX,131.3 MB,Infrequent/Mild Cartoon or Fantasy Violence,"80 ROBUX,$0.99,800 ROBUX,$9.99,400 ROBUX,$4.99","English, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",268.5K Ratings,"
                    #4 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Roblox Corporation,Version 2.346.222214
4+,Cooking Fever,103.4 MB,© Nordcurrent,"Diner Pack,$0.99,Bistro Pack,$2.99,Buffet Pack,$4.99","English, French, German, Indonesian, Italian, Japanese, Korean, Lithuanian, Malay, Polish, Portuguese, Russian, Simplified Chinese, Spanish",45.9K Ratings,"
                    #2 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Nordcurrent,Version 2.8.0
9+,Crossy Road,126.2 MB,Infrequent/Mild Profanity or Crude Humor,"PAC-MAN,Free,Fortune Chicken,$0.99,Festive Chicken,$0.99","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",109K Ratings,"
                    #5 in Family
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,HIPSTER WHALE,Version 3.1.2
9+,Clash Royale,128.6 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Pouch of Gems,$4.99,Fistful of Gems,$0.99,Bucket of Gems,$9.99","English, Arabic, Dutch, French, German, Italian, Japanese, Korean, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",550.1K Ratings,"
                    #7 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Supercell,Version 2.3.1
12+,The Sims™ FreePlay,855.5 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Life Point Lotus,$0.99,Handful of Life Points,$2.99,Handful of Simoleons,$4.99","English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",66.8K Ratings,"
                    #15 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Electronic Arts,Version 5.39.1
12+,Episode - Choose Your Story,174.7 MB,Infrequent/Mild Mature/Suggestive Themes,"Medium Pack of Gems,$1.99,Large Pack of Gems,$4.99,Medium Pack of Passes,$1.99",English,602.9K Ratings,"
                    #1 in Role Playing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Episode Interactive,Version 8.92
4+,Piano Tiles 2™,126.8 MB,© cheetah technology corporation limited,"10 DIAMONDS,$0.99,53 DIAMONDS,$4.99,110 Diamonds,$9.99","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",24.4K Ratings,"
                    #2 in Music
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Cheetah Technology Corporation Limited,Version 3.5.0
9+,Jetpack Joyride,138.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Coin Booster Pack (20,000),$1.99,Coin Doubler,$4.99,Coin Ultra Pack (100,000),$5.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",8.3K Ratings,"
                    #61 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Halfbrick Studios,Version 1.11.2
12+,Fortnite,144.1 MB,Frequent/Intense Cartoon or Fantasy Violence,"1000 V-Bucks,$9.99,2500 (+300 Bonus) V-Bucks,$24.99,Wingman Starter Pack,$4.99",English,2.2M Ratings,"
                    #1 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Epic Games,Version 5.1.1
4+,Rolling Sky,176.3 MB,© cheetah technology corporation limited,"Upgrade,$1.99,10 superhearts,$1.99,500 Balls,$0.99","English, Arabic, Dutch, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",13.3K Ratings,"
                    #5 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,Cheetah Technology Corporation Limited,Version 1.9.0.1
12+,Turbo Dismount®,352.2 MB,Frequent/Intense Cartoon or Fantasy Violence,"Premium unlock,$5.99,Speed & Style,$0.99,Mighty Pedals,$0.99",English,2.7K Ratings,"
                    #90 in Simulation
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Secret Exit Ltd.,Version 1.32.0
9+,Faily Brakes,256.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,"The Beast,$1.99,The Jerry,$1.99,The Dom,$1.99","English, Czech, Danish, French, German, Indonesian, Italian, Japanese, Korean, Norwegian, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Vietnamese",723 Ratings,"
                    ,
                  ,Free,Offers In-App Purchases",4.2,Spunge Games Pty Ltd,Version 8.2
17+,Modern Combat 5,1.4 GB,Frequent/Intense Mature/Suggestive Themes,"Captain's Pay,$4.99,Colonel's Savings,$9.99,General's Cut,$19.99","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",73.1K Ratings,"
                    #23 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Gameloft,Version 4.2.2
12+,The Sims™ Mobile,117 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Wallet of SimCash,$4.99,Stack of SimCash,$9.99,SimCash Helping Hand 1,$0.99","English, Danish, Dutch, Finnish, French, German, Italian, Norwegian, Polish, Portuguese, Russian, Spanish, Swedish, Turkish",253.1K Ratings,"
                    #4 in Simulation
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Electronic Arts,Version 11.1.0
4+,Traffic Rider,244.1 MB,© 2015 Soner Kara,"20,000 cash,$1.99,Starter Kit,$6.99,Key,$1.99","English, Danish, Dutch, French, German, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Turkish",4.2K Ratings,"
                    #38 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Soner Kara,Version 1.45
4+,PinOut!,118.7 MB,© Mediocre AB,"PinOut Premium,$2.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",4.9K Ratings,"
                    ,
                  ,Free,Offers In-App Purchases",4.2,Mediocre AB,Version 1.0.2
4+,Soccer Stars™,113.4 MB,© Miniclip Games,"Stack of Coins,$1.99,Stack of Bucks,$1.99,Golden Spin,$0.99","English, French, German, Italian, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",32.8K Ratings,"
                    #60 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Miniclip.com,Version 4.0.2
4+,PAC-MAN 256 - Endless Arcade Maze,145.4 MB,©BANDAI NAMCO Entertainment Inc.,"Classic 80's Theme,$0.99,Welcome Pack,$0.99,Unlimited Credits,$4.99","English, Arabic, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",4.8K Ratings,"
                    ,
                  ,Free,Offers In-App Purchases",4.6,BANDAI NAMCO Entertainment Europe,Version 2.0.3
4+,Pop the Lock,39.5 MB,"© 2015, Simple Machine, LLC","Remove Ads,$1.99",English,2.9K Ratings,"
                    #179 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.2,"Simple Machine, LLC",Version 2.0.1
4+,Pet Shop Story™,132.9 MB,"© 2016 Storm8 Studios, LLC","24 Gems,$4.99,9 Gems,$1.99,24 Gems,$3.99",English,957 Ratings,"
                    #144 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.1,Storm8 Studios,Version 1.1.5
12+,Summoners War,60.4 MB,Frequent/Intense Cartoon or Fantasy Violence,"Pile of Crystals,$9.99,Handfull of Crystals,$2.99,Sack of Crystals,$19.99","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",7.8K Ratings,"
                    #83 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4,Com2uS Corp.,Version 4.0.1
12+,Twisty Arrow!,101.5 MB,Infrequent/Mild Mature/Suggestive Themes,"Remove Banner and Game Over Ad,$2.99",English,110.1K Ratings,"
                    #4 in Music
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,tastypill,Version 1.9
4+,Family Feud® 2,127.4 MB,© 2014 Ludia Inc. All rights reserved. © FremantleMedia Operations B.V. All rights reserved. Licensed by FremantleMedia.,"Tiny pack of coins,$1.99,Jackpot Spin,$0.99,Medium pack of coins,$4.99",English,3.3K Ratings,"
                    #28 in Trivia
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.8,Ludia,Version 1.12.2
4+,Disney Emoji Blitz,388.9 MB,© 2016 Disney. © 2016 Disney/Pixar,"Gem Pack 1,$1.99,Gem Pack 2,$4.99,Gem Pack 3,$10.99","English, Chinese, French, German, Italian, Korean, Portuguese, Russian, Spanish, Traditional Chinese",45K Ratings,"
                    #49 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Disney,Version 21.2.0
12+,Stack Jump,189.3 MB,Infrequent/Mild Medical/Treatment Information,"Remove Ads,$2.99",English,192.9K Ratings,"
                    #25 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Voodoo,Version 1.4.6
4+,Home Design Story,259.5 MB,© 2015 TeamLava LLC,"120 gems,$4.99,20 Gems,$0.99,120 Gems,$3.99",English,2.1K Ratings,"
                    #90 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4,Storm8 Studios,Version 1.0.9
12+,Granny,220.8 MB,Frequent/Intense Horror/Fear Themes,,English,31.3K Ratings,"
                    #17 in Arcade
                  ,
                    ,
                  ,Free",4.5,Dennis Vukanovic,Version 1.4
12+,Stupid Zombies,106 MB,Frequent/Intense Cartoon or Fantasy Violence,"5 Air Strikes,$0.99,100 Air Strikes,$3.99,10 Air Strikes,$1.99",English,24.5K Ratings,"
                    ,
                  ,Free,Offers In-App Purchases",4.8,GameResort LLC,Version 2.0.4
4+,Fashion Story™,113.1 MB,"© 2011 TeamLava, LLC","24 Gems,$4.99,50 Gems,$9.99,24 Gems,$3.99",English,1.6K Ratings,"
                    #162 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4,Storm8 Studios,Version 1.5.5
17+,Zombie Frontier 3: Sniper FPS,172.2 MB,Frequent/Intense Realistic Violence,"Starter Pack,$1.99,Gems Pack I,$4.99,Gems Pack III,$19.99",English,3.6K Ratings,"
                    #55 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,Feelingtouch Inc.,Version 1.5.8
9+,Toilet Time - Mini Games,128.7 MB,Infrequent/Mild Profanity or Crude Humor,"pack with 40 plungers,$1.99,Remove Ads Forever,$1.99,pack with 300 plungers,$9.99","English, Japanese, Portuguese",589 Ratings,"
                    #18 in Family
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,Tapps Tecnologia da Informação Ltda.,Version 2.7.10
12+,Deal or No Deal,108.1 MB,Infrequent/Mild Simulated Gambling,"Roll of Tokens,$1.99,Remove Ads!,$2.99,Bonus Slot Spin,$0.99",English,939 Ratings,"
                    #68 in Casino
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.7,"iwin, Inc.",Version 3.71
4+,Puzzledom,69.6 MB,© 2018 puzzledom,"120 Coins,$0.99,Remove Ads,$1.99,Starter Pack,$1.99","English, Simplified Chinese, Traditional Chinese",37K Ratings,"
                    #6 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,chengwei wu,Version 7.19
4+,Homescapes,202 MB,© 2017 Playrix,"Handful of Coins,$0.99,Purse of Coins,$4.99,Handful of Coins,$0.99","English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",227.1K Ratings,"
                    #7 in Simulation
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Playrix Games,Version 1.8.0
9+,Monster Legends,158.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Couple of Gems,$1.99,Some Gems,$4.99,Handful of Gems,$9.99","English, Finnish, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",87.2K Ratings,"
                    #47 in Role Playing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.8,Social Point,Version 7.0.3
12+,Hearthstone,2.7 GB,Infrequent/Mild Profanity or Crude Humor,"Arena Admission,$1.99,Bundle of 7 Classic Packs,$9.99,Bundle of 2 Classic Packs,$2.99","English, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",9.9K Ratings,"
                    #34 in Card
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,"Blizzard Entertainment, Inc.",Version 12.0.25770
4+,Words With Friends 2-Word Game,207.8 MB,© 2017 Zynga Inc.,"Pack of Coins,$0.99,Handful of Coins,$4.99,Stack of Coins,$9.99","English, French, German, Italian, Portuguese, Spanish",303.4K Ratings,"
                    #9 in Word
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Zynga Inc.,Version 11.5.1
9+,Lords Mobile: War Kingdom,395.9 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Captain's Special,$0.99,800 Gem Combo-E,$4.99,800 Gem Combo-D,$4.99","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",17.7K Ratings,"
                    #11 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.1,IGG.COM,Version 1.76
9+,High School Story,163.3 MB,Infrequent/Mild Mature/Suggestive Themes,"Stack of Rings,$1.99,Bunch of Rings,$4.99,Stack of Books,$1.99",English,3.9K Ratings,"
                    #128 in Role Playing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,Pixelberry Studios,Version 5.4.0
17+,Walking Dead: The Game,384.5 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Episode 2: Starved For Help,$4.99,Multi-Pack [Episodes 2 -5] ,$14.99,Multi-Pack [Episodes 2 -5 + 400 Days Bundle] ,$19.99",English,1.5K Ratings,"
                    #125 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.1,Telltale Inc,Version 1.10
4+,The Impossible Test - Fun Free Trivia Game,41.7 MB,© 2014 PixelCUBE Studios Inc.,"Answer Sheet,$0.99,Space Pack,$0.99,Remove Ads,$0.99",English,320 Ratings,"
                    #48 in Trivia
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.8,PIXELCUBE STUDIOS INC.,Version 3.7
12+,GSN Casino: Slot Machine Games,159.5 MB,Frequent/Intense Simulated Gambling,"$1.99 Token Bundle,$1.99,$9.99 Token Bundle,$9.99,$4.99 Token Bundle,$4.99",English,4.3K Ratings,"
                    #84 in Casino
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.2,Game Show Network,Version 3.64
4+,Traffic Racer,146.2 MB,© 2012 Soner Kara,"40,000 Cash,$2.99,80,000 Cash,$4.99,300,000 Cash,$14.99","English, Arabic, Dutch, French, German, Hungarian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Turkish",2.1K Ratings,"
                    #60 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,Soner Kara,Version 2.5
4+,Tiny Wings,29.2 MB,© 2011 Andreas Illiger,,"English, Dutch, French, German, Italian, Spanish",1.3K Ratings,"
                    #7 in Arcade
                  ,
                    ,
                  ,$1.99",4.6,Andreas Illiger,Version 2.3
4+,TETRIS®,107 MB,Tetris ® and © 1985~2017 Tetris Holding. © 2017 Electronic Arts Inc.,"Ads Free,$4.99,2 500 T-Coins,$1.99,7 500 T-Coins,$4.99","English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",5.6K Ratings,"
                    #47 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.2,Electronic Arts,Version 3.0.15
4+,Fit the Fat 2,152.5 MB,© 2017 Five Bits Inc.,"Small coin bag,$1.99,Stamina refill,$1.99,Medium coin bag,$2.99",English,7.3K Ratings,"
                    #31 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,"FIVE BITS, INC.",Version 1.4.3
4+,Angry Birds Star Wars II,219.4 MB,© Rovio Entertainment Oyj,"Tiny Credit Stack,$1.99,Small Credit Stack,$4.99,Medium Credit Stack,$9.99",English,33.4K Ratings,"
                    #196 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Rovio Entertainment Oyj,Version 1.9.23
4+,Archery King,170.5 MB,© BLUEHOLE PNIX and MINICLIP SA,"Premium Golden Spin,$1.99,Stack of Coins,$1.99,Stack of Cash,$1.99","English, Arabic, French, German, Hindi, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese",3.6K Ratings,"
                    #47 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,Miniclip.com,Version 1.0.22
4+,Jurassic World™: The Game,126.1 MB,"© 2015-2017 Ludia Inc. Jurassic World™ is a trademark and copyright of Universal Studios and Amblin Entertainment, Inc. Licensed by Universal Studios Licensing LLC. All rights reserved.","VIP Membership,$9.99,RARE CARD PACK,$9.99,Limited Card Pack,$4.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",68K Ratings,"
                    #32 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.8,Ludia,Version 1.24.1
12+,Asphalt 9: Legends,1.5 GB,Infrequent/Mild Realistic Violence,"Starter Pack 1 -- Advanced,$1.99,Car Racing Legend 3,$6.99,Starter Pack 2,$6.99","English, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",48.8K Ratings,"
                    #2 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.8,Gameloft,Version 1.0.1
12+,Baseball Boy!,187.3 MB,Infrequent/Mild Realistic Violence,"Remove Ads,$2.99,Diamond Pack 1,$0.99,Diamond Pack 2,$4.99",English,243.7K Ratings,"
                    #5 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,Voodoo,Version 1.7.1
